BankruptcyDate,FilingDate,FilingType,BankruptcyChapter,CourtName,CaseNumber,AccessionNumber,FilingURL,CIK,CompanyName,exchange,IndustrySICCode,FiscalYearEnd,BusinessAddressState,BusinessAddressZIPCode,BusinessAddressCity,BusinessAddressStreet,BusinessAddressHouseNumber,StateOfIncorporation,Website,InvestorWebsite,SIC,SICDescription
,,,,,,,,230557,"SELECTIVE INSURANCE GROUP INC",Nasdaq,6331,,,,BRANCHVILLE,"WANTAGE AVENUE",40,NJ,,,6331,"Fire, Marine & Casualty Insurance"
,,,,,,,,1835268,"Connect Biopharma Holdings Ltd",Nasdaq,2834,,,,"SAN DIEGO","CARMEL MOUNTAIN ROAD, SUITE 200",3580,E9,,,2834,"Pharmaceutical Preparations"
,,,,,,,,73124,"NORTHERN TRUST CORP",Nasdaq,6022,,,,CHICAGO,"S LASALLE ST",50,DE,,,6022,"State Commercial Banks"
,,,,,,,,1487712,"AIR LEASE CORP",NYSE,7359,,,,"LOS ANGELES","AVENUE OF THE STARS SUITE 1000N",2000,DE,,,7359,"Services-Equipment Rental & Leasing, NEC"
,,,,,,,,1824502,"Archer Aviation Inc.",NYSE,3721,,,,"SAN JOSE","WEST TASMAN DRIVE",190,,,,3721,Aircraft
,,,,,,,,1400810,"HCI Group, Inc.",NYSE,6331,,,,TAMPA,"COCONUT PALM DRIVE",3802,FL,,,6331,"Fire, Marine & Casualty Insurance"
,,,,,,,,1501585,"HUNTINGTON INGALLS INDUSTRIES, INC.",NYSE,3730,,,,"NEWPORT NEWS","WASHINGTON AVENUE 909-7, 7J2",4101,DE,,,3730,"Ship & Boat Building & Repairing"
,,,,,,,,7623,"ARTS WAY MANUFACTURING CO INC",Nasdaq,3523,,,,ARMSTRONG,"HIGHWAY 9",5556,NC,,,3523,"Farm Machinery & Equipment"
,,,,,,,,1093557,"DEXCOM INC",Nasdaq,3841,,,,"SAN DIEGO","SEQUENCE DRIVE",6340,DE,,,3841,"Surgical & Medical Instruments & Apparatus"
,,,,,,,,850209,"FOOT LOCKER, INC.",NYSE,5661,,,,"NEW YORK","LOCKER, INC. 330 WEST 34TH STREET",FOOT,NY,,,5661,"Retail-Shoe Stores"
,,,,,,,,1267565,"COLLEGIUM PHARMACEUTICAL, INC",Nasdaq,2834,,,,STOUGHTON,"TECHNOLOGY CENTER DRIVE",100,VA,,,2834,"Pharmaceutical Preparations"
,,,,,,,,1311370,"Lazard, Inc.",NYSE,6282,,,,"NEW YORK","ROCKEFELLER PLAZA",30,DE,,,6282,"Investment Advice"
,,,,,,,,1083301,"TERAWULF INC.",Nasdaq,6199,,,,EASTON,"FEDERAL STREET",9,DE,,,6199,"Finance Services"
,,,,,,,,1802974,"Mission Produce, Inc.",Nasdaq,0700,,,,OXNARD,"CAMINO DEL SOL",2710,DE,,,0700,"Agricultural Services"
,,,,,,,,1852016,"AltEnergy Acquisition Corp",OTC,3714,,,,ROWAYTON,"ROWAYTON AVENUE SUITE 400",137,DE,,,3714,"Motor Vehicle Parts & Accessories"
,,,,,,,,1017480,"HIBBETT INC",,5940,,,,BIRMINGHAM,"MILAN COURT",2700,DE,,,5940,"Retail-Miscellaneous Shopping Goods Stores"
,,,,,,,,1563411,"CONSTELLIUM SE",NYSE,3341,,,,PARIS,"PLAZA 40-44 RUE WASHINGTON",WASHINGTON,,,,3341,"Secondary Smelting & Refining of  Nonferrous Metals"
,,,,,,,,1398987,"Anywhere Real Estate Inc.",NYSE,6531,,,,MADISON,"PARK AVENUE",175,DE,,,6531,"Real Estate Agents & Managers (For Others)"
,,,,,,,,1158324,"COGENT COMMUNICATIONS HOLDINGS, INC.",Nasdaq,4899,,,,WASHINGTON,"N STREET, NW",2450,DE,,,4899,"Communications Services, NEC"
,,,,,,,,1671927,"Immunocore Holdings plc",Nasdaq,2836,,,,OXFORDSHIRE,"PARK DRIVE MILTON PARK, ABINGDON",90,X0,,,2836,"Biological Products, (No Diagnostic Substances)"
,,,,,,,,1393311,"Public Storage",NYSE,6798,,,,GLENDALE,"WESTERN AVENUE",701,MD,,,6798,"Real Estate Investment Trusts"
,,,,,,,,949961,"INCOME OPPORTUNITY REALTY INVESTORS INC /TX/",NYSE,6798,,,,DALLAS,"LBJ FREEWAY SUITE 800",1603,NV,,,6798,"Real Estate Investment Trusts"
,,,,,,,,1476765,"GOLUB CAPITAL BDC, Inc.",Nasdaq,,,,,"NEW YORK","PARK AVENUE 25TH FLOOR",200,DE,,,,
,,,,,,,,51644,"INTERPUBLIC GROUP OF COMPANIES, INC.",NYSE,7311,,,,"NEW YORK","THIRD AVENUE",909,DE,,,7311,"Services-Advertising Agencies"
,,,,,,,,880641,"EAGLE FINANCIAL SERVICES INC",Nasdaq,6022,,,,BERRYVILLE,"E MAIN ST",2,VA,,,6022,"State Commercial Banks"
,,,,,,,,72971,"WELLS FARGO & COMPANY/MN",NYSE,6021,,,,"SAN FRANCISCO","MARKET STREET",333,DE,,,6021,"National Commercial Banks"
,,,,,,,,1710155,"National Vision Holdings, Inc.",Nasdaq,3851,,,,DULUTH,"COMMERCE AVENUE BLDG. 2200",2435,DE,,,3851,"Ophthalmic Goods"
,,,,,,,,824142,"AAON, INC.",Nasdaq,3585,,,,TULSA,"SOUTH YUKON AVE.",2425,NV,,,3585,"Air-Cond & Warm Air Heatg Equip & Comm & Indl Refrig Equip"
,,,,,,,,1603345,"Agentix Corp.",OTC,2836,,,,"DANA POINT","PACIFIC COAST HIGHWAY #14-254",32932,NV,,,2836,"Biological Products, (No Diagnostic Substances)"
,,,,,,,,57131,"LA-Z-BOY INC",NYSE,2510,,,,MONROE,"LA-Z-BOY DRIVE",ONE,MI,,,2510,"Household Furniture"
,,,,,,,,779152,"JACK HENRY & ASSOCIATES INC",Nasdaq,7373,,,,MONETT,"BOX 807 663 HWY 60",PO,DE,,,7373,"Services-Computer Integrated Systems Design"
,,,,,,,,1865200,"Southport Acquisition Corp",OTC,7812,,,,GREENWICH,"BOLLING PLACE",8,DE,,,7812,"Services-Motion Picture & Video Tape Production"
,,,,,,,,1099160,"BEASLEY BROADCAST GROUP INC",Nasdaq,4832,,,,NAPLES,"RIVIERA DRIVE SUITE 200",3033,DE,,,4832,"Radio Broadcasting Stations"
,,,,,,,,1556593,"Rithm Capital Corp.",NYSE,6798,,,,"New York",BROADWAY,799,,,,6798,"Real Estate Investment Trusts"
,,,,,,,,914156,"UFP TECHNOLOGIES INC",Nasdaq,3841,,,,NEWBURYPORT,"HALE STREET",100,DE,,,3841,"Surgical & Medical Instruments & Apparatus"
,,,,,,,,1709682,"Custom Truck One Source, Inc.",NYSE,7359,,,,"KANSAS CITY","INDEPENDENCE AVENUE",7701,DE,,,7359,"Services-Equipment Rental & Leasing, NEC"
,,,,,,,,16058,"CACI INTERNATIONAL INC /DE/",NYSE,7373,,,,RESTON,"RESTON OVERLOOK 12021 SUNSET HILLS ROAD",TWO,DE,,,7373,"Services-Computer Integrated Systems Design"
,,,,,,,,1679628,"JUPITER NEUROSCIENCES, INC.",Nasdaq,2834,,,,JUPITER,"NORTH US HWY 1 SUITE 504",1001,DE,,,2834,"Pharmaceutical Preparations"
,,,,,,,,1610940,"Amplify Commodity Trust",NYSE,6221,,,,SUMMIT,"MAPLE STREET SUITE 2",30,DE,,,6221,"Commodity Contracts Brokers & Dealers"
,,,,,,,,1144980,"ASBURY AUTOMOTIVE GROUP INC",NYSE,5500,,,,DULUTH,"PREMIERE PARKWAY NW SUITE 300",2905,DE,,,5500,"Retail-Auto Dealers & Gasoline Stations"
,,,,,,,,1539850,"Starco Brands, Inc.",OTC,7311,,,,"SANTA MONICA","26TH STREET SUITE 200",250,NV,,,7311,"Services-Advertising Agencies"
,,,,,,,,1584754,"ATECH (PARENT) RESOLUTION CORP.",,3661,,,,HUNTERSVILLE,"NORTHCROSS CENTER COURT, SUITE A",9805,DE,,,3661,"Telephone & Telegraph Apparatus"
,,,,,,,,1481504,"XERIANT, INC.",OTC,3721,,,,"BOCA RATON","CENTRE #1, 3998 FAU BLVD. SUITE 309",INNOVATION,,,,3721,Aircraft
,,,,,,,,1497649,"Graphene & Solar Technologies Ltd",,1000,,,,PHOENIX,"NORTH TATUM BOULEVARD SUITE 300",11201,CO,,,1000,"Metal Mining"
,,,,,,,,846913,"FUEL TECH, INC.",Nasdaq,3564,,,,WARRENVILLE,"BELLA VISTA PARKWAY",27601,DE,,,3564,"Industrial & Commercial Fans & Blowers & Air Purifing Equip"
,,,,,,,,1166003,"XPO, Inc.",NYSE,4700,,,,GREENWICH,"AMERICAN LANE",FIVE,,,,4700,"Transportation Services"
,,,,,,,,720858,"INVESTORS TITLE CO",Nasdaq,6361,,,,"CHAPEL HILL","N COLUMBIA ST P O DRAWER 2687",121,NC,,,6361,"Title Insurance"
,,,,,,,,1069878,"TREX CO INC",NYSE,2400,,,,WINCHESTER,"TREX WAY",2500,DE,,,2400,"Lumber & Wood Products (No Furniture)"
,,,,,,,,1580149,"BIOVIE INC.",Nasdaq,2834,,,,"CARSON CITY","W NYE LANE SUITE 201",680,NV,,,2834,"Pharmaceutical Preparations"
